news_id,source,click,i,poli2,poli5,manual
N16650,tampa bay times,1,13886,-3.57,0.0,0.192307692
N51734,tampa bay times,1,15355,-3.57,0.0,-0.1
N94887,tampa bay times,1,15799,-3.57,0.0,-0.192307692
N70216,tampa bay times,2,28015,-3.57,0.0,-0.022727273
N56119,tampa bay times,1,14061,-3.57,0.0,99.0
N127998,tampa bay times,4,27338,-3.57,0.0,99.0
N6521,TechRadar,61,4780,-1.46,99.0,-0.21875
N71538,tennessean,10,7853,-1.94,0.0,-0.083333333
N28453,tennessean,1,9485,-1.94,0.0,0.0
N68017,tennessean,0,15104,-1.94,0.0,99.0
N110548,tennessean,1,18504,-1.94,0.0,99.0
N91127,tennessean,0,23652,-1.94,0.0,99.0
N125546,The Detroit News,21,4674,-2.69,0.0,-0.181818182
N116693,The Detroit News,23,6705,-2.69,0.0,-0.375
N35424,The Dispatch,1,6232,5.41,1.0,99.0
N31879,The Guardian,8535,482,-8.37,-1.0,-0.181818182
N4094,The Guardian,7,10538,-8.37,-1.0,99.0
N38042,The Hill,337,18748,-1.19,0.0,-0.382352941
N68295,The Hill,373,1378,-1.19,0.0,0.173076923
N79025,The Hill,196,1862,-1.19,0.0,-0.125
N23323,The Hill,21,27264,-1.19,0.0,-0.340909091
N110485,The Hill,744,388,-1.19,0.0,0.136363636
N52019,The Hill,231,396,-1.19,0.0,-0.204545455
N63322,The Hill,253,403,-1.19,0.0,0.0
N73884,The Hill,82,557,-1.19,0.0,-0.15
N103397,The Hill,5427,637,-1.19,0.0,0.115384615
N100716,The Hill,107,731,-1.19,0.0,0.134615385
N57207,The Hill,98,756,-1.19,0.0,0.111111111
N37929,The Hill,507,902,-1.19,0.0,-0.325
N93411,The Hill,2519,1045,-1.19,0.0,-0.033333333
N50546,The Hill,672,1340,-1.19,0.0,-0.125
N52369,The Hill,338,1347,-1.19,0.0,-0.28125
N4433,The Hill,91,1357,-1.19,0.0,0.125
N83852,The Hill,716,1495,-1.19,0.0,-0.357142857
N73155,The Hill,274,1527,-1.19,0.0,-0.384615385
N886,The Hill,993,1682,-1.19,0.0,-0.25
N34028,The Hill,320,1735,-1.19,0.0,0.107142857
N96855,The Hill,29,1764,-1.19,0.0,-0.125
N71041,The Hill,1457,1888,-1.19,0.0,-0.34375
N51222,The Hill,109,1932,-1.19,0.0,-0.214285714
N23902,The Hill,52,2160,-1.19,0.0,0.25
N125841,The Hill,406,2281,-1.19,0.0,-0.125
N34256,The Hill,265,2418,-1.19,0.0,-0.208333333
N127547,The Hill,16,2500,-1.19,0.0,-0.388888889
N69097,The Hill,131,2851,-1.19,0.0,0.134615385
N34919,The Hill,97,2938,-1.19,0.0,-0.475
N80577,The Hill,201,3392,-1.19,0.0,-0.25
N95822,The Hill,67,3399,-1.19,0.0,-0.138888889
N117342,The Hill,124,3570,-1.19,0.0,-0.105263158
N39109,The Hill,25,3680,-1.19,0.0,0.033333333
N56644,The Hill,116,3855,-1.19,0.0,-0.307692308
N12220,The Hill,125,3998,-1.19,0.0,0.25
N81297,The Hill,92,4238,-1.19,0.0,-0.161764706
N96443,The Hill,16,4283,-1.19,0.0,0.0
N106607,The Hill,92,4446,-1.19,0.0,-0.4375
N54403,The Hill,39,4877,-1.19,0.0,-0.159090909
N33047,The Hill,18,6708,-1.19,0.0,-0.035714286
N13407,The Hill,328,7671,-1.19,0.0,-0.111111111
N98861,The Hill,101,8256,-1.19,0.0,-0.681818182
N58943,The Hill,3,8355,-1.19,0.0,-0.166666667
N66707,The Hill,1,9672,-1.19,0.0,0.194444444
N77024,The Hill,49,9848,-1.19,0.0,0.0
N75013,The Hill,3,11131,-1.19,0.0,0.020833333
N97411,The Hill,7,12976,-1.19,0.0,0.027777778
N48096,The Hill,1,14047,-1.19,0.0,0.425
N6671,The Hill,4,16185,-1.19,0.0,0.075
N36134,The Hill,98,17062,-1.19,0.0,-0.109375
N123833,The Hill,413,23377,-1.19,0.0,-0.222222222
N39798,The Hill,570,24037,-1.19,0.0,-0.196428571
N125045,The Hill,4238,25986,-1.19,0.0,-0.214285714
N56736,The Hill,3,28160,-1.19,0.0,0.041666667
N85390,The Hill,0,28289,-1.19,0.0,0.05
N98430,The Hill,2,5210,-1.19,0.0,99.0
N88618,The Hill,6,9609,-1.19,0.0,99.0
N16165,The Hill,0,10374,-1.19,0.0,99.0
N98365,The Hill,0,10376,-1.19,0.0,99.0
N109692,The Hill,3,11164,-1.19,0.0,99.0
N75463,The Hill,1,14153,-1.19,0.0,99.0
N47329,The Hill,0,14962,-1.19,0.0,99.0
N32736,The Hill,0,15307,-1.19,0.0,99.0
N109167,The Hill,0,17274,-1.19,0.0,99.0
N74694,The Hill,2,17997,-1.19,0.0,99.0
N50324,The Hill,0,18541,-1.19,0.0,99.0
N52635,The Hill,1,18611,-1.19,0.0,99.0
N41083,The Hill,2,18641,-1.19,0.0,99.0
N24373,The Hill,1,18642,-1.19,0.0,99.0
N42756,The Hill,2,20043,-1.19,0.0,99.0
N30389,The Hill,1,20511,-1.19,0.0,99.0
N126961,The Hill,0,21049,-1.19,0.0,99.0
N124558,The Hill,0,21349,-1.19,0.0,99.0
N20981,The Hill,0,21852,-1.19,0.0,99.0
N60057,The Hill,0,22432,-1.19,0.0,99.0
N12475,The Hill,1,23560,-1.19,0.0,99.0
N49852,The Hill,0,24421,-1.19,0.0,99.0
N80341,The Hill,0,24656,-1.19,0.0,99.0
N61581,The Hill,0,25281,-1.19,0.0,99.0
N85789,The Hill,0,25444,-1.19,0.0,99.0
N102527,The Hill,1,27798,-1.19,0.0,99.0
N9064,The Hill,0,28672,-1.19,0.0,99.0
N105353,The Hill,1,28780,-1.19,0.0,99.0
N116361,The Hill,325,1517,-1.19,0.0,-0.166666667
N67747,The New York Times,7199,230,-7.73,-2.0,-0.208333333
N127134,The New York Times,3046,347,-7.73,-2.0,-0.075
N4910,The New York Times,275,416,-7.73,-2.0,0.090909091
N47767,The New York Times,253,781,-7.73,-2.0,-0.444444444
N37861,The New York Times,647,864,-7.73,-2.0,-0.321428571
N35174,The New York Times,293,926,-7.73,-2.0,-0.232142857
N121136,The New York Times,683,1038,-7.73,-2.0,-0.089285714
N41975,The New York Times,501,1398,-7.73,-2.0,-0.125
N15091,The New York Times,316,1435,-7.73,-2.0,-0.25
N26452,The New York Times,159,1643,-7.73,-2.0,-0.125
N32626,The New York Times,266,1651,-7.73,-2.0,-0.068181818
N57948,The New York Times,376,1984,-7.73,-2.0,-0.266666667
N81914,The New York Times,211,2011,-7.73,-2.0,-0.159090909
N106909,The New York Times,49,2061,-7.73,-2.0,0.194444444
N78896,The New York Times,377,2079,-7.73,-2.0,-0.227272727
N25352,The New York Times,136,3035,-7.73,-2.0,0.05
N46399,The New York Times,136,3243,-7.73,-2.0,-0.083333333
N88853,The New York Times,116,3323,-7.73,-2.0,-0.111111111
N67870,The New York Times,455,3385,-7.73,-2.0,-0.153846154
N8591,The New York Times,141,3524,-7.73,-2.0,-0.535714286
N78222,The New York Times,25,3725,-7.73,-2.0,0.25
N95582,The New York Times,22,3735,-7.73,-2.0,-0.3
N30059,The New York Times,55,5376,-7.73,-2.0,-0.078125
N83732,The New York Times,116,6066,-7.73,-2.0,0.089285714
N60201,The New York Times,475,25209,-7.73,-2.0,0.166666667
N126832,The New York Times,59,25799,-7.73,-2.0,-0.339285714
N117105,The New York Times,717,27089,-7.73,-2.0,-0.289473684
N8767,The New York Times,12,27378,-7.73,-2.0,0.068181818
N73734,The New York Times,112,27414,-7.73,-2.0,-0.425
N16337,The New York Times,50,27553,-7.73,-2.0,-0.204545455
N55105,The New York Times,0,16523,-7.73,-2.0,99.0
N108784,The New York Times,0,17259,-7.73,-2.0,99.0
N127231,The New York Times,0,20156,-7.73,-2.0,99.0
N42339,The New York Times,2,20677,-7.73,-2.0,99.0
N31229,The New York Times,0,23568,-7.73,-2.0,99.0
N31163,The New York Times,0,28853,-7.73,-2.0,99.0
N84141,The New York Times,0,28884,-7.73,-2.0,99.0
N101417,The New York Times,0,29141,-7.73,-2.0,99.0
N63043,The New York Times,473,1806,-7.73,-2.0,-0.392857143
N94496,The Pantagraph - Bloomington,0,4009,-0.21,0.0,0.1
N93563,The Pantagraph - Bloomington,9,10807,-0.21,0.0,0.025
N60279,The verge,394,310,-6.09,-1.0,-0.159090909
N34050,The verge,1,8230,-6.09,-1.0,99.0
N89053,The Virginian Pilot,21,6431,-1.44,0.0,0.428571429
N126256,The Virginian Pilot,1,16671,-1.44,0.0,-0.15
N5259,The Virginian Pilot,5,12314,-1.44,0.0,99.0
N119754,The Virginian Pilot,2,16391,-1.44,0.0,99.0
N33913,theleafchronicle,0,26333,-0.29,0.0,99.0
N106856,the-messenger,3,28682,99.0,99.0,99.0
N65875,thenewstribune,0,29128,-2.17,0.0,99.0
N50776,thestarpress,5,15973,-0.18,99.0,-0.090909091
N96691,thestarpress,0,24158,-0.18,99.0,99.0
N76380,USA Today,34,15336,-4.87,-1.0,-0.229166667
N103852,USA Today,3849,48,-4.87,-1.0,-0.194444444
N66225,USA Today,380,698,-4.87,-1.0,-0.104166667
N87795,USA Today,94,769,-4.87,-1.0,0.071428571
N44244,USA Today,131,1382,-4.87,-1.0,-0.166666667
N100867,USA Today,330,1506,-4.87,-1.0,-0.333333333
N27495,USA Today,368,1557,-4.87,-1.0,-0.266666667
N46180,USA Today,884,2378,-4.87,-1.0,-0.25
N83843,USA Today,103,3060,-4.87,-1.0,-0.078125
N116336,USA Today,458,3533,-4.87,-1.0,-0.333333333
N112339,USA Today,209,3851,-4.87,-1.0,-0.15
N53529,USA Today,11,4281,-4.87,-1.0,0.076923077
N51627,USA Today,25,5929,-4.87,-1.0,-0.05
N27200,USA Today,10,10099,-4.87,-1.0,-0.083333333
N115095,USA Today,2,12628,-4.87,-1.0,-0.277777778
N52371,USA Today,468,17979,-4.87,-1.0,-0.318181818
N120749,USA Today,139,18732,-4.87,-1.0,-0.125
N118880,USA Today,422,23023,-4.87,-1.0,0.083333333
N97108,USA Today,1,9624,-4.87,-1.0,99.0
N102158,USA Today,0,10366,-4.87,-1.0,99.0
N65505,USA Today,2,16169,-4.87,-1.0,99.0
N107861,USA Today,0,20158,-4.87,-1.0,99.0
N37727,USA Today,0,24883,-4.87,-1.0,99.0
N46636,Virgin Islands Daily News,6,10941,-1.48,99.0,-0.45
N114200,Vox,344,735,-9.87,-2.0,-0.233333333
N85943,Vox,624,24041,-9.87,-2.0,-0.3125
N82043,Vox,2,11152,-9.87,-2.0,99.0
N91319,Vox,0,19738,-9.87,-2.0,99.0
N125609,Vox,0,19769,-9.87,-2.0,99.0
N75211,Vox,0,24090,-9.87,-2.0,99.0
N46555,Wall Street Journal,1905,27050,5.53,1.0,-0.075
N39404,Wall Street Journal,608,11,5.53,1.0,-0.09375
N55023,Wall Street Journal,1219,504,5.53,1.0,-0.083333333
N44014,Wall Street Journal,207,2670,5.53,1.0,-0.125
N68688,Wall Street Journal,589,2722,5.53,1.0,-0.211538462
N19135,Wall Street Journal,0,29003,5.53,1.0,99.0
N26416,Washington Examiner,194,27111,13.26,1.0,-0.125
N97935,Washington Examiner,1995,1076,13.26,1.0,-0.125
N115533,Washington Examiner,289,1861,13.26,1.0,0.0
N29729,Washington Examiner,393,1899,13.26,1.0,-0.25
N117447,Washington Examiner,118,2568,13.26,1.0,0.05
N29931,Washington Examiner,320,2797,13.26,1.0,0.027777778
N14853,Washington Examiner,94,3670,13.26,1.0,0.0625
N7041,Washington Examiner,61,4117,13.26,1.0,0.104166667
N43864,Washington Examiner,29,5033,13.26,1.0,0.0
N86067,Washington Examiner,1441,5098,13.26,1.0,-0.392857143
N27744,Washington Examiner,65,10571,13.26,1.0,-0.192307692
N92476,Washington Examiner,983,18746,13.26,1.0,-0.386363636
N126162,Washington Examiner,0,18643,13.26,1.0,99.0
N128189,Washington Examiner,0,23259,13.26,1.0,99.0
N109764,Washington Examiner,1,28790,13.26,1.0,99.0
N25938,Washington Examiner,1,29077,13.26,1.0,99.0
N96949,Washington Examiner,217,2553,13.26,1.0,-0.171875
N71094,Washington Post,29,7429,-9.02,-1.0,-0.083333333
N85374,Washington Post,1,28542,-9.02,-1.0,-0.1875
N29486,Washington Post,405,1065,-9.02,-1.0,-0.392857143
N117029,Washington Post,1157,1793,-9.02,-1.0,-0.136363636
N121375,Washington Post,534,379,-9.02,-1.0,-0.0625
N33443,Washington Post,282,385,-9.02,-1.0,-0.045454545
N17464,Washington Post,124,460,-9.02,-1.0,-0.178571429
N71353,Washington Post,1171,605,-9.02,-1.0,-0.027777778
N68520,Washington Post,1136,679,-9.02,-1.0,-0.2
N40412,Washington Post,935,696,-9.02,-1.0,-0.229166667
N107801,Washington Post,27,815,-9.02,-1.0,0.055555556
N73939,Washington Post,247,1126,-9.02,-1.0,-0.090909091
N4135,Washington Post,188,1250,-9.02,-1.0,0.03125
N66884,Washington Post,88,1267,-9.02,-1.0,-0.339285714
N76759,Washington Post,152,1392,-9.02,-1.0,0.1
N118870,Washington Post,165,1411,-9.02,-1.0,-0.388888889
N35021,Washington Post,779,1458,-9.02,-1.0,-0.175
N56047,Washington Post,749,1559,-9.02,-1.0,-0.183333333
N10127,Washington Post,128,1642,-9.02,-1.0,-0.346153846
N48718,Washington Post,328,1665,-9.02,-1.0,-0.166666667
N54563,Washington Post,317,1766,-9.02,-1.0,-0.125
N69772,Washington Post,1039,1814,-9.02,-1.0,-0.142857143
N102926,Washington Post,25,1997,-9.02,-1.0,-0.166666667
N96061,Washington Post,163,2063,-9.02,-1.0,-0.2
N7876,Washington Post,694,2114,-9.02,-1.0,-0.083333333
N51164,Washington Post,480,2156,-9.02,-1.0,0.21875
N28809,Washington Post,444,2350,-9.02,-1.0,-0.214285714
N130031,Washington Post,394,2422,-9.02,-1.0,-0.305555556
N96271,Washington Post,64,2573,-9.02,-1.0,-0.208333333
N128253,Washington Post,316,2693,-9.02,-1.0,-0.269230769
N54345,Washington Post,15,3006,-9.02,-1.0,-0.083333333
N27440,Washington Post,597,3032,-9.02,-1.0,-0.045454545
N20802,Washington Post,305,3304,-9.02,-1.0,-0.138888889
N20849,Washington Post,248,3387,-9.02,-1.0,-0.4375
N89039,Washington Post,475,3457,-9.02,-1.0,-0.045454545
N5315,Washington Post,359,3462,-9.02,-1.0,-0.277777778
N104180,Washington Post,107,3954,-9.02,-1.0,-0.178571429
N109799,Washington Post,66,4038,-9.02,-1.0,-0.05
N130129,Washington Post,136,4133,-9.02,-1.0,-0.4
N98745,Washington Post,58,4280,-9.02,-1.0,-0.125
N63977,Washington Post,228,4284,-9.02,-1.0,0.111111111
N76288,Washington Post,3,4416,-9.02,-1.0,0.0
N65580,Washington Post,107,4736,-9.02,-1.0,0.117647059
N3699,Washington Post,8,4785,-9.02,-1.0,-0.232142857
N78145,Washington Post,2,5209,-9.02,-1.0,0.3125
N60229,Washington Post,4,5486,-9.02,-1.0,0.025
N77681,Washington Post,7,6620,-9.02,-1.0,0.145833333
N58947,Washington Post,25,7833,-9.02,-1.0,-0.3125
N17315,Washington Post,1,9442,-9.02,-1.0,0.384615385
N80017,Washington Post,0,12505,-9.02,-1.0,0.022727273
N4070,Washington Post,0,12602,-9.02,-1.0,-0.113636364
N57457,Washington Post,1,15603,-9.02,-1.0,-0.115384615
N21365,Washington Post,129,17469,-9.02,-1.0,0.027777778
N52464,Washington Post,2554,20024,-9.02,-1.0,-0.384615385
N102736,Washington Post,5,27691,-9.02,-1.0,0.019230769
N89355,Washington Post,4,27709,-9.02,-1.0,-0.291666667
N96779,Washington Post,1,27935,-9.02,-1.0,0.291666667
N82808,Washington Post,2,27965,-9.02,-1.0,-0.225
N124477,Washington Post,5,28194,-9.02,-1.0,0.214285714
N48026,Washington Post,6,28328,-9.02,-1.0,0.102941176
N2052,Washington Post,3,28425,-9.02,-1.0,-0.022727273
N40538,Washington Post,0,28499,-9.02,-1.0,-0.3125
N52359,Washington Post,3,5133,-9.02,-1.0,99.0
N103745,Washington Post,4,6701,-9.02,-1.0,99.0
N9128,Washington Post,20,8114,-9.02,-1.0,99.0
N125198,Washington Post,2,9654,-9.02,-1.0,99.0
N126083,Washington Post,2,10971,-9.02,-1.0,99.0
N73799,Washington Post,0,14475,-9.02,-1.0,99.0
N4437,Washington Post,0,14613,-9.02,-1.0,99.0
N49461,Washington Post,0,15740,-9.02,-1.0,99.0
N52719,Washington Post,1,16173,-9.02,-1.0,99.0
N81544,Washington Post,1,17279,-9.02,-1.0,99.0
N2147,Washington Post,0,18607,-9.02,-1.0,99.0
N37389,Washington Post,0,18636,-9.02,-1.0,99.0
N18625,Washington Post,3,18639,-9.02,-1.0,99.0
N80778,Washington Post,2,19767,-9.02,-1.0,99.0
N449,Washington Post,0,19768,-9.02,-1.0,99.0
N104288,Washington Post,0,19927,-9.02,-1.0,99.0
N88915,Washington Post,0,20067,-9.02,-1.0,99.0
N13119,Washington Post,0,20760,-9.02,-1.0,99.0
N71201,Washington Post,0,24692,-9.02,-1.0,99.0
N114957,Washington Post,0,26395,-9.02,-1.0,99.0
N68478,Washington Post,0,26600,-9.02,-1.0,99.0
N1541,Washington Post,0,27893,-9.02,-1.0,99.0
N38925,Washington Post,0,28773,-9.02,-1.0,99.0
N27025,Washington Post,0,28778,-9.02,-1.0,99.0
N41349,Washington Post,1,28886,-9.02,-1.0,99.0
N80754,Washington Post,0,28967,-9.02,-1.0,99.0
N80349,Washington Post,0,29071,-9.02,-1.0,99.0
N14774,Washington Post,0,29112,-9.02,-1.0,99.0
N45925,wave3,5,10874,99.0,99.0,99.0
N117043,wave3,17,12245,99.0,99.0,-0.068181818
N5754,wave3,1,17535,99.0,99.0,99.0
N96663,wave3,1,20251,99.0,99.0,99.0
N53701,wave3,0,27358,99.0,99.0,99.0
N116372,wbtv,0,24106,99.0,99.0,99.0
N112767,wcnc,6,8143,-0.4,99.0,-0.090909091
N109928,wcnc,0,20007,-0.4,99.0,99.0
N121156,WCVB - Boston,2,20586,99.0,99.0,99.0
N93818,wdsu,0,17906,99.0,0.0,99.0
N85237,wdsu,1,21940,99.0,0.0,-0.045454545
N55845,Western Journal,1,21021,19.24,2.0,99.0
N44359,wfaa,2,11206,-1.23,99.0,-0.015625
N62098,wfmynews2,0,7877,-0.11,99.0,99.0
N33676,WFSB - Connecticut,18,2906,-0.31,99.0,99.0
N29210,wftv,1,16085,99.0,99.0,0.166666667
N129567,wgal,0,25459,-0.05,99.0,99.0
N16761,whas11,1,21508,-0.13,99.0,0.022727273
N60029,whas11,1,12018,-0.13,99.0,99.0
N114191,whas11,4,12586,-0.13,99.0,99.0
N41830,whas11,0,16000,-0.13,99.0,99.0
N93108,whas11,0,20252,-0.13,99.0,99.0
N64194,whas11,2,20396,-0.13,99.0,99.0
N54084,whas11,5,20984,-0.13,99.0,99.0
N99825,whas11,0,23164,-0.13,99.0,99.0
N29079,who13,0,6590,99.0,99.0,99.0
N45703,who13,0,11107,99.0,99.0,0.0
N648,who13,0,28222,99.0,99.0,99.0
N81577,wisn,6,5239,99.0,99.0,0.027777778
N27724,wisn,9,5238,99.0,99.0,0.020833333
N112613,wisn,3,13808,99.0,99.0,-0.025
N116062,wisn,4,14786,99.0,99.0,-0.173076923
N19086,wisn,0,18302,99.0,99.0,99.0
N116339,wisn,1,18303,99.0,99.0,99.0
N111319,wisn,0,19873,99.0,99.0,99.0
N107740,wisn,0,20891,99.0,99.0,99.0
N45386,wlky,0,13384,99.0,99.0,99.0
N1042,wlky,0,18221,99.0,99.0,99.0
N119985,wlky,0,28157,99.0,99.0,99.0
N42596,wlky,7,28158,99.0,99.0,-0.045454545
N97448,wthr,114,7308,-1.84,99.0,-0.15625
N38833,wtkr,20,9078,-0.18,99.0,-0.361111111
N84735,wusa9,11,9863,-1.5,99.0,-0.214285714
N40939,wusa9,5,8668,-1.5,99.0,-0.575
N66845,wusa9,11,3510,-1.5,99.0,0.0
N79717,wusa9,16,3518,-1.5,99.0,-0.083333333
N96350,wusa9,6,4558,-1.5,99.0,-0.090909091
N82457,wusa9,10,6325,-1.5,99.0,-0.384615385
N88725,wwltv,4,13563,-0.13,99.0,0.014705882
N25798,wwltv,2,14940,-0.13,99.0,99.0
N47004,wwltv,2,28237,-0.13,99.0,99.0
N109240,wwltv,0,28238,-0.13,99.0,99.0
N68489,wwltv,0,28894,-0.13,99.0,99.0
N43044,wwltv,0,29088,-0.13,99.0,99.0
N114245,wxii12,0,14930,99.0,99.0,99.0
N12400,wxii12,1,19865,99.0,99.0,99.0
N126963,wxii12,5,24013,99.0,99.0,99.0
N61814,wxii12,0,25719,99.0,99.0,99.0
N7277,Yahoo,1066,1708,-6.15,-1.0,0.166666667
N55705,Yahoo,17,5287,-6.15,-1.0,-0.214285714
N80814,Yahoo,575,329,-6.15,-1.0,-0.083333333
N87855,Yahoo,2924,480,-6.15,-1.0,0.1
N93556,Yahoo,479,1671,-6.15,-1.0,-0.357142857
N73756,Yahoo,479,1688,-6.15,-1.0,-0.392857143
N116510,Yahoo,330,2933,-6.15,-1.0,-0.0625
N37769,Yahoo,377,3869,-6.15,-1.0,-0.5
N90573,Yahoo,5,4361,-6.15,-1.0,0.111111111
N48690,Yahoo,18,5560,-6.15,-1.0,-0.431818182
N18314,Yahoo,0,5949,-6.15,-1.0,99.0
N121718,Yahoo,1,7093,-6.15,-1.0,0.142857143
N72992,Yahoo,2,7719,-6.15,-1.0,-0.25
N67179,Yahoo,2,8902,-6.15,-1.0,-0.178571429
N14210,Yahoo,3,8987,-6.15,-1.0,0.0
N437,Yahoo,0,9084,-6.15,-1.0,-0.1875
N91217,Yahoo,15,10791,-6.15,-1.0,-0.53125
N11307,Yahoo,1,11621,-6.15,-1.0,0.159090909
N19255,Yahoo,1,14405,-6.15,-1.0,-0.21875
N124397,Yahoo,0,15730,-6.15,-1.0,99.0
N104793,Yahoo,2,15849,-6.15,-1.0,-0.2
N126659,Yahoo,14,23133,-6.15,-1.0,-0.340909091
N106978,Yahoo,3,25728,-6.15,-1.0,-0.479166667
N110216,Yahoo,21,27371,-6.15,-1.0,-0.178571429
N20516,Yahoo,4,28017,-6.15,-1.0,0.041666667
N82925,Yahoo,2,28020,-6.15,-1.0,-0.142857143
N52161,Yahoo,0,28311,-6.15,-1.0,0.068181818
N26183,Yahoo,19,3743,-6.15,-1.0,99.0
N30172,Yahoo,2,7554,-6.15,-1.0,99.0
N65356,Yahoo,0,9344,-6.15,-1.0,99.0
N14872,Yahoo,0,15137,-6.15,-1.0,99.0
N122031,Yahoo,3,15284,-6.15,-1.0,99.0
N3869,Yahoo,1,18290,-6.15,-1.0,99.0
N24235,Yahoo,0,18452,-6.15,-1.0,99.0
N22781,Yahoo,1,19106,-6.15,-1.0,99.0
N119709,Yahoo,0,19147,-6.15,-1.0,99.0
N9672,Yahoo,2,19516,-6.15,-1.0,99.0
N90028,Yahoo,0,20310,-6.15,-1.0,99.0
N5272,Yahoo,0,21350,-6.15,-1.0,99.0
N79892,Yahoo,0,23895,-6.15,-1.0,99.0
N66868,Yahoo,0,24188,-6.15,-1.0,99.0
N120046,Yahoo,0,24657,-6.15,-1.0,99.0
N110288,Yahoo,0,25259,-6.15,-1.0,99.0
N13401,Yahoo,1,25562,-6.15,-1.0,99.0
N39227,Yahoo,0,25662,-6.15,-1.0,99.0
N17100,Yahoo,0,26032,-6.15,-1.0,99.0
N123205,Yahoo,0,26540,-6.15,-1.0,99.0
N110621,Yahoo,2,28617,-6.15,-1.0,99.0
N68660,Yahoo,0,28837,-6.15,-1.0,99.0
N64147,Yahoo,0,29278,-6.15,-1.0,99.0
N89685,York Daily Record,0,24367,-1.85,99.0,99.0
N130295,zdnet,5,8042,99.0,99.0,99.0
