news_id,category,subcategory,i,p
N29296,news,newsus,12974,notpoli
N29305,news,newsus,1749,notpoli
N29312,news,newsus,11542,notpoli
N29316,news,newsscienceandtechnology,11484,notpoli
N29321,news,newsus,16171,notpoli
N29327,news,newsscienceandtechnology,13102,notpoli
N29364,news,newsus,19009,notpoli
N29372,news,newsworld,11849,notpoli
N2941,news,newscrime,1772,notpoli
N29412,news,newscrime,1846,notpoli
N29415,news,newsus,19345,notpoli
N29439,news,newscrime,10381,notpoli
N29467,news,newsus,10615,notpoli
N29481,news,newsus,1417,notpoli
N29492,news,newsus,10889,notpoli
N29518,news,newsus,10026,notpoli
N29525,news,newsus,11833,notpoli
N29601,news,newscrime,20293,notpoli
N29602,news,newscrime,21464,notpoli
N2961,news,newsus,13347,notpoli
N29633,news,newsus,15481,notpoli
N29663,news,newsus,18343,notpoli
N2967,news,newsus,11058,notpoli
N29683,news,newsscienceandtechnology,9625,notpoli
N29697,news,newsworld,596,notpoli
N29712,news,newsscienceandtechnology,27681,notpoli
N29713,news,newsworld,4643,notpoli
N29721,news,newsscienceandtechnology,13145,notpoli
N29730,news,newsus,8291,notpoli
N29759,news,newsus,25252,notpoli
N29762,news,newsus,20217,notpoli
N29795,news,newsscienceandtechnology,22589,notpoli
N29820,news,newsus,7730,notpoli
N29821,news,newsus,15746,notpoli
N29824,news,newsus,7696,notpoli
N29827,news,newsworld,11930,notpoli
N29859,news,newsus,23533,notpoli
N29869,news,newsus,23766,notpoli
N29892,news,newsus,3765,notpoli
N29904,news,newscrime,18354,notpoli
N2992,news,newsus,13653,notpoli
N29940,news,newsus,7694,notpoli
N29980,news,newsus,10100,notpoli
N29988,news,newsus,19505,notpoli
N30004,news,newsus,16345,notpoli
N3005,news,newsus,28798,notpoli
N30057,news,newsus,10714,notpoli
N30101,news,newsus,18582,notpoli
N30108,news,newsus,23075,notpoli
N30119,news,newsus,894,notpoli
N3012,news,newsscienceandtechnology,5527,notpoli
N30166,news,newsus,24384,notpoli
N30184,news,newsus,16793,notpoli
N30218,news,newsus,17954,notpoli
N30228,news,newsus,5735,notpoli
N3026,news,newsus,21743,notpoli
N30282,news,newsoffbeat,12427,notpoli
N30291,news,newsus,22067,notpoli
N3031,news,newsus,15596,notpoli
N30325,news,newsopinion,1792,notpoli
N30350,news,newsworld,3036,notpoli
N30359,news,newsus,17140,notpoli
N30364,news,newscrime,3887,notpoli
N30371,news,newsworld,17603,notpoli
N30383,news,newsus,26801,notpoli
N30387,news,newscrime,19072,notpoli
N30398,news,newsus,20340,notpoli
N304,news,newsoffbeat,12137,notpoli
N30427,news,newsus,24358,notpoli
N30435,news,newsus,14010,notpoli
N30488,news,newsus,24147,notpoli
N30492,news,newsus,19923,notpoli
N30494,news,newscrime,28596,notpoli
N30526,news,newsus,20799,notpoli
N30532,news,newsgoodnews,829,notpoli
N30549,news,newsus,4149,notpoli
N3057,news,newsphotos,10087,notpoli
N30666,news,newsus,10110,notpoli
N30730,news,newsus,5188,notpoli
N30736,news,newscrime,19177,notpoli
N30751,news,newscrime,4697,notpoli
N3076,news,newsus,22939,notpoli
N30772,news,newsus,16219,notpoli
N3081,news,newscrime,5934,notpoli
N30812,news,newsus,3675,notpoli
N30832,news,newsus,11486,notpoli
N30872,news,newsscienceandtechnology,29061,notpoli
N30878,news,newsus,11061,notpoli
N30899,news,newsus,491,notpoli
N30944,news,newsus,19798,notpoli
N30952,news,newsus,13968,notpoli
N30980,news,newsus,12123,notpoli
N31016,news,newsscienceandtechnology,470,notpoli
N3103,news,newsworld,1131,notpoli
N31041,news,newsus,16001,notpoli
N31055,news,newsus,3717,notpoli
N3108,news,newsus,14391,notpoli
N3109,news,newsscienceandtechnology,15995,notpoli
N31095,news,newsworld,1337,notpoli
N31111,news,newsscienceandtechnology,10220,notpoli
N31164,news,newsus,10308,notpoli
N31196,news,newsus,6197,notpoli
N31203,news,newsus,6299,notpoli
N31246,news,newsus,21944,notpoli
N31258,news,newsus,24975,notpoli
N31271,news,newsus,810,notpoli
N31289,news,newsus,15050,notpoli
N3129,news,newsus,14938,notpoli
N31310,news,newsscienceandtechnology,4936,notpoli
N31334,news,newsus,17605,notpoli
N31336,news,newsgoodnews,24008,notpoli
N31349,news,newsus,4876,notpoli
N31359,news,newsus,19616,notpoli
N3137,news,newsscienceandtechnology,25238,notpoli
N31392,news,newsscienceandtechnology,4991,notpoli
N31395,news,newsscienceandtechnology,15393,notpoli
N31425,news,newsscienceandtechnology,5496,notpoli
N31441,news,newsus,22924,notpoli
N31444,news,newsus,5357,notpoli
N31446,news,newsus,16407,notpoli
N31484,news,newsus,24919,notpoli
N31486,news,newsus,2277,notpoli
N3149,news,newsus,9830,notpoli
N31519,news,newsoffbeat,17328,notpoli
N31555,news,newsus,22442,notpoli
N31593,news,newsscienceandtechnology,22984,notpoli
N31596,news,newsus,16751,notpoli
N31614,news,newsus,26966,notpoli
N3162,news,newsworld,27569,notpoli
N31627,news,newsus,5252,notpoli
N31636,news,newsus,21595,notpoli
N3166,news,newscrime,21870,notpoli
N31671,news,newsus,16902,notpoli
N31684,news,newsoffbeat,9859,notpoli
N31692,news,newsscienceandtechnology,26294,notpoli
N31696,news,newsus,13866,notpoli
N31702,news,newsworld,4163,notpoli
N31756,news,newsus,5403,notpoli
N31760,news,newsworld,1505,notpoli
N31766,news,newsworld,649,notpoli
N31767,news,newsus,16637,notpoli
N31792,news,newsoffbeat,20814,notpoli
N31793,news,newsus,8837,notpoli
N31802,news,newsus,12577,notpoli
N31804,news,newsus,3410,notpoli
N31839,news,newsscienceandtechnology,22906,notpoli
N31848,news,newsus,2974,notpoli
N31859,news,newsus,11789,notpoli
N3187,news,newscrime,21520,notpoli
N31875,news,newsscienceandtechnology,22640,notpoli
N31878,news,newscrime,19343,notpoli
N3190,news,newsworld,5140,notpoli
N31911,news,newsus,14738,notpoli
N31918,news,newsworld,27113,notpoli
N3194,news,newsoffbeat,28683,notpoli
N31975,news,newsscienceandtechnology,16267,notpoli
N31982,news,newsus,7683,notpoli
N32013,news,newsus,15499,notpoli
N32019,news,newsus,12358,notpoli
N32149,news,newsworld,1905,notpoli
N32154,news,newsus,229,notpoli
N32157,news,newscrime,12237,notpoli
N32160,news,newsscienceandtechnology,26523,notpoli
N32189,news,newsus,18035,notpoli
N32203,news,newsus,27590,notpoli
N32209,news,newsworld,650,notpoli
N32214,news,newsus,2943,notpoli
N32215,news,newsus,18309,notpoli
N32259,news,newsus,23145,notpoli
N3228,news,newsus,9622,notpoli
N32282,news,newsus,21830,notpoli
N32285,news,newsus,4340,notpoli
N3229,news,newsscienceandtechnology,5218,notpoli
N32290,news,newsus,24337,notpoli
N32297,news,newsus,3240,notpoli
N32322,news,newsus,25683,notpoli
N32326,news,newsus,27471,notpoli
N32359,news,newscrime,16713,notpoli
N32384,news,newsworld,4329,notpoli
N32386,news,newsus,23552,notpoli
N32387,news,newscrime,21112,notpoli
N32396,news,newsworld,29046,notpoli
N32420,news,newsoffbeat,6407,notpoli
N32427,news,newsus,9783,notpoli
N32463,news,newsus,28096,notpoli
N3247,news,newsus,4159,notpoli
N32506,news,newsscienceandtechnology,11607,notpoli
N32531,news,newsus,13118,notpoli
N32588,news,newscrime,28661,notpoli
N326,news,newsus,1875,notpoli
N32612,news,newsus,12684,notpoli
N32617,news,newsworld,26396,notpoli
N32620,news,newscrime,12646,notpoli
N32659,news,newsus,15558,notpoli
N32660,news,newscrime,19750,notpoli
N32681,news,newsoffbeat,28204,notpoli
N32708,news,newsus,8471,notpoli
N32731,news,newsus,14907,notpoli
N32774,news,newsus,16874,notpoli
N3278,news,newsus,20487,notpoli
N32793,news,newsus,10875,notpoli
N32848,news,newsus,6657,notpoli
N32859,news,newscrime,12061,notpoli
N32869,news,newsus,5047,notpoli
N32874,news,newsscienceandtechnology,12251,notpoli
N32888,news,newsus,5245,notpoli
N32933,news,newsscienceandtechnology,29050,notpoli
N32955,news,newsus,14071,notpoli
N32988,news,newsus,21636,notpoli
N33053,news,newsus,19464,notpoli
N33068,news,newsus,28308,notpoli
N33078,news,newsus,82,notpoli
N33095,news,newscrime,25272,notpoli
N33120,news,newscrime,8168,notpoli
N33136,news,newsoffbeat,23017,notpoli
N33143,news,newsus,10246,notpoli
N33151,news,newsus,27298,notpoli
N33155,news,newscrime,4777,notpoli
N33231,news,newsus,11069,notpoli
N3324,news,newsus,7916,notpoli
N33257,news,newscrime,28883,notpoli
N33258,news,newscrime,7865,notpoli
N33340,news,newscrime,20705,notpoli
N33350,news,newsus,9356,notpoli
N33361,news,newsus,15433,notpoli
N3338,news,newsscienceandtechnology,29204,notpoli
N33397,news,newsus,28381,notpoli
N33422,news,newsus,17442,notpoli
N33431,news,newsus,17660,notpoli
N33434,news,newsus,29059,notpoli
N33463,news,newsscienceandtechnology,3004,notpoli
N33478,news,newsus,7701,notpoli
N33551,news,newsus,10523,notpoli
N33562,news,newsus,7248,notpoli
N33573,news,newscrime,17087,notpoli
N3359,news,newscrime,28068,notpoli
N33602,news,newsscienceandtechnology,10487,notpoli
N33633,news,newsoffbeat,15192,notpoli
N33648,news,newsus,2918,notpoli
N33673,news,newscrime,19458,notpoli
N33678,news,newsus,23733,notpoli
N33707,news,newscrime,14846,notpoli
N33742,news,newsus,21250,notpoli
N33750,news,newsus,15934,notpoli
N33753,news,newscrime,10388,notpoli
N3376,news,newscrime,18133,notpoli
N33762,news,newsus,6477,notpoli
N3379,news,newsscienceandtechnology,6172,notpoli
N33839,news,newsscienceandtechnology,6957,notpoli
N33858,news,newsus,23745,notpoli
N33868,news,newsus,27353,notpoli
N3394,news,newsscienceandtechnology,23004,notpoli
N33958,news,newsus,11902,notpoli
N33962,news,newscrime,18692,notpoli
N34009,news,newscrime,4823,notpoli
N34053,news,newsus,24460,notpoli
N34067,news,newsscienceandtechnology,25859,notpoli
N34073,news,newsworld,3368,notpoli
N34078,news,newscrime,29237,notpoli
N34086,news,newsgoodnews,2404,notpoli
N34140,news,newsworld,387,notpoli
N34168,news,newsus,29245,notpoli
N34175,news,newsscienceandtechnology,26947,notpoli
N34208,news,newsus,9197,notpoli
N34241,news,newsus,10564,notpoli
N34295,news,newsus,7391,notpoli
N34305,news,newsworld,11319,notpoli
N3436,news,newsscienceandtechnology,10313,notpoli
N34365,news,newsopinion,26715,notpoli
N34383,news,newsus,15304,notpoli
N34449,news,newsus,1324,notpoli
N34459,news,newsus,16207,notpoli
N34460,news,newsus,24556,notpoli
N3447,news,newsworld,23901,notpoli
N34511,news,newsus,9209,notpoli
N34517,news,newscrime,3698,notpoli
N34534,news,newsus,17472,notpoli
N34535,news,newsus,2034,notpoli
N3456,news,newsus,4771,notpoli
N34593,news,newsscienceandtechnology,23089,notpoli
N34599,news,newsus,16283,notpoli
N34607,news,newsus,9736,notpoli
N34625,news,newsus,14683,notpoli
N34638,news,newsus,14422,notpoli
N34669,news,newsus,10460,notpoli
N34671,news,newsus,8198,notpoli
N34679,news,newsus,28864,notpoli
N34693,news,newsoffbeat,10452,notpoli
N34698,news,newscrime,27868,notpoli
N34716,news,newscrime,4806,notpoli
N34744,news,newsus,3685,notpoli
N34848,news,newsus,14002,notpoli
N34863,news,newsus,22535,notpoli
N34872,news,newsus,25425,notpoli
N34880,news,newsus,10855,notpoli
N3489,news,newsscienceandtechnology,9775,notpoli
N34899,news,newsus,13263,notpoli
N34941,news,newsus,16934,notpoli
N34950,news,newsscienceandtechnology,12050,notpoli
N34958,news,newsscienceandtechnology,3289,notpoli
N34968,news,newsscienceandtechnology,22540,notpoli
N34975,news,newsus,10382,notpoli
N34980,news,newsus,7969,notpoli
N34981,news,newsopinion,2207,notpoli
N34998,news,newsus,14887,notpoli
N35017,news,newscrime,7725,notpoli
N35040,news,newsus,16557,notpoli
N35085,news,newsus,5945,notpoli
N35107,news,newsworld,8188,notpoli
N3511,news,newsus,8345,notpoli
N35154,news,newsus,22312,notpoli
N35160,news,newsus,19291,notpoli
N35161,news,newsus,20910,notpoli
N35162,news,newsus,17193,notpoli
N35203,news,newscrime,9358,notpoli
N3523,news,newsus,28329,notpoli
N35238,news,newsus,6547,notpoli
N35245,news,newscrime,6974,notpoli
N35247,news,newsus,13953,notpoli
N3527,news,newsus,8437,notpoli
N35282,news,newsus,19970,notpoli
N35296,news,newscrime,3309,notpoli
N35305,news,newsus,10645,notpoli
N35318,news,newsus,27167,notpoli
N3533,news,newsgoodnews,10545,notpoli
N35330,news,newsworld,28931,notpoli
N35332,news,newsus,21029,notpoli
N35335,news,newsus,12325,notpoli
N35338,news,newscrime,24682,notpoli
N35343,news,newsscienceandtechnology,14204,notpoli
N35355,news,newsscienceandtechnology,21147,notpoli
N35373,news,newsscienceandtechnology,6608,notpoli
N35465,news,newsopinion,1676,notpoli
N35486,news,newsus,9916,notpoli
N35496,news,newsus,26276,notpoli
N35529,news,newsscienceandtechnology,24476,notpoli
N35549,news,newscrime,3347,notpoli
N35558,news,newsus,18329,notpoli
N35572,news,newsus,4242,notpoli
N35612,news,newsoffbeat,20642,notpoli
N35636,news,newsus,23126,notpoli
N35645,news,newsus,11452,notpoli
N35652,news,newsworld,1371,notpoli
N35717,news,newsus,26955,notpoli
N3572,news,newsworld,752,notpoli
N35722,news,newsus,26272,notpoli
N35748,news,newsus,25497,notpoli
N35802,news,newscrime,288,notpoli
N35810,news,newscrime,20856,notpoli
N35817,news,newsus,28756,notpoli
N35857,news,newscrime,8372,notpoli
N35877,news,newsus,27759,notpoli
N3590,news,newscrime,3868,notpoli
N35911,news,newsus,18227,notpoli
N35923,news,newsscienceandtechnology,15447,notpoli
N35936,news,newsopinion,2566,notpoli
N35948,news,newsworld,882,notpoli
N35965,news,newsworld,16889,notpoli
N35987,news,newsus,28234,notpoli
N35991,news,newsus,25428,notpoli
N36000,news,newsworld,18650,notpoli
N36009,news,newsscienceandtechnology,5161,notpoli
N36048,news,newscrime,27222,notpoli
N3605,news,newsus,8743,notpoli
N36059,news,newsus,15766,notpoli
N36071,news,newscrime,5973,notpoli
N3608,news,newsus,28679,notpoli
N36086,news,newsus,4590,notpoli
N36186,news,newsus,13296,notpoli
N36196,news,newsus,22134,notpoli
N36202,news,newsus,14018,notpoli
N36240,news,newsus,8845,notpoli
N36255,news,newsus,13522,notpoli
N36259,news,newsoffbeat,16708,notpoli
N36270,news,newsoffbeat,22314,notpoli
N36281,news,newsoffbeat,4675,notpoli
N36301,news,newscrime,4776,notpoli
N36357,news,newsus,10697,notpoli
N36361,news,newsbusiness,21770,notpoli
N36363,news,newsworld,3610,notpoli
N36391,news,newsus,13074,notpoli
N36393,news,newsus,12483,notpoli
N36405,news,newsus,12101,notpoli
N36408,news,newsscienceandtechnology,9006,notpoli
N36416,news,newsus,28718,notpoli
N36417,news,newsus,25664,notpoli
N3642,news,newsscienceandtechnology,4993,notpoli
N36424,news,newsus,28626,notpoli
N36428,news,newscrime,1636,notpoli
N36443,news,newsus,8088,notpoli
N36456,news,newsoffbeat,5812,notpoli
N36457,news,newsus,4875,notpoli
N36527,news,newsworld,3714,notpoli
N36534,news,newsus,26644,notpoli
N36558,news,newsus,16472,notpoli
N36582,news,newsus,7258,notpoli
N36584,news,newsus,9715,notpoli
N36596,news,newsus,20413,notpoli
N36600,news,newscrime,28366,notpoli
N36602,news,newsus,11020,notpoli
N36618,news,newscrime,19067,notpoli
N36645,news,newsworld,25667,notpoli
N36649,news,newsworld,18060,notpoli
N36707,news,newsscienceandtechnology,7771,notpoli
N36734,news,newscrime,12266,notpoli
N36762,news,newsus,6866,notpoli
N36794,news,newsscienceandtechnology,11911,notpoli
N36806,news,newsscienceandtechnology,11325,notpoli
N36809,news,newsscienceandtechnology,25806,notpoli
N36852,news,newsworld,27504,notpoli
N36857,news,newsscienceandtechnology,9665,notpoli
N3686,news,newsus,17520,notpoli
N3692,news,newsopinion,1902,notpoli
N36927,news,newscrime,10778,notpoli
N36937,news,newsoffbeat,9567,notpoli
N36974,news,newsus,10053,notpoli
N36999,news,newsus,18155,notpoli
N3700,news,newsscienceandtechnology,24217,notpoli
N37031,news,newscrime,4570,notpoli
N37074,news,newsus,15960,notpoli
N37077,news,newsworld,1423,notpoli
N37099,news,newsus,9696,notpoli
N37120,news,newsus,27847,notpoli
N37147,news,newsus,9182,notpoli
N37165,news,newsworld,10942,notpoli
N3718,news,newsworld,2477,notpoli
N37187,news,newsus,14163,notpoli
N37196,news,newsus,19299,notpoli
N37203,news,newsscienceandtechnology,25616,notpoli
N37205,news,newsscienceandtechnology,14147,notpoli
N37233,news,newsoffbeat,13539,notpoli
N37239,news,newscrime,8906,notpoli
N37248,news,newsus,11226,notpoli
N3726,news,newsgoodnews,1335,notpoli
N37271,news,newsphotos,21893,notpoli
N37272,news,newsus,13430,notpoli
N37278,news,newsscienceandtechnology,3977,notpoli
N37301,news,newscrime,15076,notpoli
N37318,news,newsoffbeat,26961,notpoli
N37325,news,newsus,19473,notpoli
N37335,news,newsus,22662,notpoli
N37336,news,newsscienceandtechnology,8804,notpoli
N37353,news,newsscienceandtechnology,13541,notpoli
N37357,news,newsoffbeat,12758,notpoli
N37366,news,newsus,10709,notpoli
N37397,news,newsgoodnews,18724,notpoli
N37404,news,newsbusiness,27469,notpoli
N37441,news,newsus,2313,notpoli
N37471,news,newsus,9270,notpoli
N37472,news,newselection2020,4803,notpoli
N37485,news,newsus,13274,notpoli
N37509,news,newsus,3687,notpoli
N37528,news,newsus,15183,notpoli
N37530,news,newsgoodnews,1269,notpoli
N37551,news,newsus,5372,notpoli
N3756,news,newsus,24344,notpoli
N37564,news,newsus,20369,notpoli
N3761,news,newsworld,7374,notpoli
N37638,news,newsus,20601,notpoli
N37639,news,newsscienceandtechnology,21910,notpoli
N37645,news,newsscienceandtechnology,18099,notpoli
N37673,news,newsus,13287,notpoli
N37676,news,newscrime,15599,notpoli
N37682,news,newsus,22266,notpoli
N37695,news,newsscienceandtechnology,24784,notpoli
N37723,news,newsworld,3674,notpoli
N37737,news,newsus,23642,notpoli
N37750,news,newsworld,13561,notpoli
N3777,news,newsus,28928,notpoli
N3778,news,newscrime,26335,notpoli
N37786,news,newsus,5049,notpoli
N37808,news,newsus,12060,notpoli
N37810,news,newsbusiness,24472,notpoli
N37816,news,newsus,11648,notpoli
N37825,news,newsus,29187,notpoli
N37827,news,newscrime,494,notpoli
N37839,news,newsus,29093,notpoli
N37840,news,newsgoodnews,25721,notpoli
N37857,news,newsus,14800,notpoli
N37872,news,newsscienceandtechnology,24789,notpoli
N37921,news,newsus,9062,notpoli
N37924,news,newsus,17,notpoli
N3795,news,newsus,2021,notpoli
N37963,news,newsworld,28628,notpoli
N37999,news,newsscienceandtechnology,13266,notpoli
N380,news,newsus,15602,notpoli
N3801,news,newsus,22774,notpoli
N38020,news,newsus,26132,notpoli
N38055,news,newsus,15497,notpoli
N38063,news,newscrime,13419,notpoli
N38100,news,newscrime,17056,notpoli
N38114,news,newsscienceandtechnology,18813,notpoli
N38117,news,newsus,5568,notpoli
N38118,news,newsus,12545,notpoli
N38129,news,newsus,5801,notpoli
N38147,news,newscrime,3432,notpoli
N38152,news,newsworld,668,notpoli
N38155,news,newsus,16058,notpoli
N38161,news,newsus,26332,notpoli
N38179,news,newsus,23362,notpoli
N38192,news,newsus,11008,notpoli
N382,news,newscrime,3895,notpoli
N38250,news,newsus,19592,notpoli
N38251,news,newsus,6593,notpoli
N38254,news,newsworld,10542,notpoli
N38262,news,newsus,1034,notpoli
N38267,news,newsus,13739,notpoli
N38274,news,newscrime,5519,notpoli
N38277,news,newsworld,29259,notpoli
N38296,news,newsus,2067,notpoli
N38342,news,newsus,18593,notpoli
N38351,news,newsus,11137,notpoli
N38369,news,newsus,18179,notpoli
N38379,news,newsus,11558,notpoli
N38382,news,newsscienceandtechnology,9649,notpoli
N38399,news,newsoffbeat,15935,notpoli
N38457,news,newsus,2478,notpoli
N38461,news,newscrime,28044,notpoli
N3847,news,newsus,11870,notpoli
N38499,news,newsus,13962,notpoli
N38520,news,newsus,23016,notpoli
N38561,news,newsopinion,18050,notpoli
N38599,news,newsus,25762,notpoli
N38672,news,newsus,13149,notpoli
N38746,news,newsus,10518,notpoli
N38768,news,newsus,338,notpoli
N38784,news,newscrime,7135,notpoli
N38785,news,newsus,16258,notpoli
N38788,news,newscrime,21735,notpoli
N38792,news,newsworld,19913,notpoli
N38811,news,newsscienceandtechnology,3640,notpoli
N38825,news,newsus,17232,notpoli
N38885,news,newsus,18196,notpoli
N38894,news,newsus,21849,notpoli
N38918,news,newsscienceandtechnology,11835,notpoli
N38931,news,newsoffbeat,7660,notpoli
N38953,news,newsus,20096,notpoli
N38975,news,newsus,12213,notpoli
N39023,news,newsus,8498,notpoli
N39041,news,newsus,18364,notpoli
N39165,news,newsus,7811,notpoli
N39178,news,newsus,16887,notpoli
N39189,news,newscrime,16192,notpoli
N3920,news,newsus,15224,notpoli
N39234,news,newsworld,8097,notpoli
N39304,news,newsoffbeat,21676,notpoli
N39324,news,newsworld,2668,notpoli
N39333,news,newsus,6570,notpoli
N39345,news,newsworld,10547,notpoli
N39354,news,newsus,5816,notpoli
N39359,news,newsus,21519,notpoli
N39373,news,newsopinion,4226,notpoli
N39378,news,newsus,20352,notpoli
N39381,news,newsoffbeat,7606,notpoli
N39419,news,newsus,19606,notpoli
N39456,news,newsworld,11121,notpoli
N39475,news,newsus,3734,notpoli
N39484,news,newsworld,6029,notpoli
N39523,news,newsweather,25461,notpoli
N39573,news,newsus,27774,notpoli
N39587,news,newsus,15266,notpoli
N39610,news,newsworld,3703,notpoli
N39617,news,newscrime,26784,notpoli
N39630,news,newsworld,20614,notpoli
N39649,news,newsoffbeat,24239,notpoli
N39663,news,newsus,6889,notpoli
N39667,news,newsus,23958,notpoli
N39683,news,newsus,11073,notpoli
N39692,news,newsus,18632,notpoli
N39700,news,newsus,24612,notpoli
N39701,news,newscrime,11848,notpoli
N39709,news,newscrime,6245,notpoli
N39714,news,newsworld,12868,notpoli
N39716,news,newsus,13533,notpoli
N39721,news,newsus,5439,notpoli
N39733,news,newsscienceandtechnology,27224,notpoli
N39760,news,newscrime,3944,notpoli
N39764,news,newscrime,8395,notpoli
N39790,news,newsus,26430,notpoli
N39807,news,newscrime,20480,notpoli
N39810,news,newsus,11179,notpoli
N39813,news,newsscienceandtechnology,24898,notpoli
N39820,news,newsus,14549,notpoli
N39823,news,newscrime,21518,notpoli
N39845,news,newsus,15200,notpoli
N39871,news,newsoffbeat,25288,notpoli
N39877,news,newscrime,15340,notpoli
N39926,news,newscrime,5861,notpoli
N39937,news,newsus,6074,notpoli
N39966,news,newscrime,23144,notpoli
N39972,news,newsscienceandtechnology,9526,notpoli
N39995,news,newscrime,20851,notpoli
N40016,news,newsscienceandtechnology,6621,notpoli
N40024,news,newsus,5748,notpoli
N40039,news,newsscienceandtechnology,2469,notpoli
N40054,news,newsscienceandtechnology,12567,notpoli
N40093,news,newscrime,3361,notpoli
N40096,news,newsus,20702,notpoli
N40108,news,newsscienceandtechnology,9707,notpoli
N40137,news,newsus,6610,notpoli
N40148,news,newsus,24124,notpoli
N40152,news,newsus,9784,notpoli
N40156,news,newscrime,4965,notpoli
N40166,news,newsgoodnews,20756,notpoli
N4022,news,newsus,14132,notpoli
N4023,news,newsopinion,19747,notpoli
N40258,news,newsus,27754,notpoli
N40282,news,newsgoodnews,15,notpoli
N40302,news,newsus,14888,notpoli
N40341,news,newsus,23737,notpoli
N40407,news,newsus,13946,notpoli
N4044,news,newsus,9381,notpoli
N40457,news,newsus,13715,notpoli
N40459,news,newsscienceandtechnology,8360,notpoli
N40460,news,newscrime,8858,notpoli
N40478,news,newsscienceandtechnology,28659,notpoli
N40484,news,newsus,16417,notpoli
N40493,news,newsus,10890,notpoli
N40495,news,newsus,27576,notpoli
N40505,news,newsus,4076,notpoli
N40543,news,newsoffbeat,20131,notpoli
N40550,news,newscrime,1539,notpoli
N40591,news,newsworld,25696,notpoli
N40596,news,newsworld,771,notpoli
N40653,news,newsus,23608,notpoli
N40661,news,newsus,27974,notpoli
N40690,news,newsopinion,27256,notpoli
N40718,news,newsus,13602,notpoli
N40752,news,newscrime,17180,notpoli
N4077,news,newsus,3688,notpoli
N40779,news,newsus,9290,notpoli
N40794,news,newscrime,2474,notpoli
N40816,news,newscrime,19447,notpoli
N4086,news,newsus,10273,notpoli
N40875,news,newscrime,5206,notpoli
N40880,news,newsus,9810,notpoli
N40894,news,newsus,15681,notpoli
N40901,news,newsus,20721,notpoli
N40903,news,newsus,12257,notpoli
N40926,news,newsoffbeat,7691,notpoli
N40950,news,newscrime,9151,notpoli
N40957,news,newsus,20130,notpoli
N40959,news,newsus,6821,notpoli
N40983,news,newsus,8991,notpoli
N40993,news,newsus,8199,notpoli
N41006,news,newsoffbeat,27614,notpoli
N41025,news,newsus,2402,notpoli
N41031,news,newsus,3409,notpoli
N41051,news,newsworld,24840,notpoli
N41067,news,newsgoodnews,20753,notpoli
N41092,news,newscrime,7507,notpoli
N41106,news,newsus,10001,notpoli
N41109,news,newsoffbeat,13306,notpoli
N41112,news,newsus,4373,notpoli
N41139,news,newsus,12992,notpoli
N41154,news,newsoffbeat,13218,notpoli
N4121,news,newscrime,1625,notpoli
N41243,news,newscrime,29129,notpoli
N41248,news,newsus,28008,notpoli
N4127,news,newscrime,16437,notpoli
N41271,news,newsus,3924,notpoli
N4129,news,newsus,25003,notpoli
N41334,news,newsus,27678,notpoli
N41367,news,newsus,17020,notpoli
N41376,news,newsus,7567,notpoli
N41383,news,newsus,3194,notpoli
N41388,news,newsscienceandtechnology,1259,notpoli
N41392,news,newsus,9387,notpoli
N4142,news,newsscienceandtechnology,26372,notpoli
N41422,news,newsworld,2409,notpoli
N41429,news,newsus,28860,notpoli
N4144,news,newscrime,12100,notpoli
N41505,news,newscrime,3810,notpoli
N4151,news,newsus,4734,notpoli
N41523,news,newsus,1678,notpoli
N41537,news,newsus,28441,notpoli
N4154,news,newscrime,22766,notpoli
N4157,news,newsoffbeat,8434,notpoli
N41579,news,newsus,16178,notpoli
N41580,news,newsus,4192,notpoli
N41600,news,newsscienceandtechnology,5158,notpoli
N41617,news,newscrime,17131,notpoli
N41669,news,newsus,7031,notpoli
N41717,news,newsus,21775,notpoli
N4174,news,newsus,22002,notpoli
N41781,news,newsoffbeat,25623,notpoli
N41788,news,newsus,28658,notpoli
N4179,news,newsus,12463,notpoli
N41825,news,newsus,6988,notpoli
N41843,news,newsus,10088,notpoli
N41844,news,newsscienceandtechnology,28716,notpoli
N41846,news,newsus,13130,notpoli
N41851,news,newsus,7319,notpoli
N41896,news,newsscienceandtechnology,3527,notpoli
N4192,news,newsscienceandtechnology,24793,notpoli
N41926,news,newsgoodnews,19735,notpoli
N41946,news,newsus,13636,notpoli
N41949,news,newsus,15384,notpoli
N41962,news,newscrime,26357,notpoli
N41971,news,newsscienceandtechnology,15690,notpoli
N4199,news,newsus,21321,notpoli
N41990,news,newsscienceandtechnology,15289,notpoli
N41994,news,newsus,28960,notpoli
N4201,news,newsus,15570,notpoli
N42027,news,newsus,14378,notpoli
N4203,news,newsus,19596,notpoli
N42040,news,newsus,16344,notpoli
N42052,news,newsus,5975,notpoli
N4206,news,empowering-the-planet,3647,notpoli
N42060,news,newsus,27805,notpoli
N42062,news,newsus,18657,notpoli
N42065,news,newsoffbeat,20136,notpoli
N42130,news,newsus,10678,notpoli
N42132,news,newsus,11064,notpoli
N42135,news,newsscienceandtechnology,24816,notpoli
N4215,news,newsworld,3481,notpoli
N42154,news,newsus,6549,notpoli
N42176,news,newsoffbeat,12904,notpoli
N42200,news,newsus,13279,notpoli
N42206,news,newsus,23910,notpoli
N42210,news,newsus,5308,notpoli
N42239,news,newscrime,3666,notpoli
